event,page_count
FRUHSTUCK-LUNCHEON,2
FRUHSTUCK-LUNCHEON,2
[LUNCH],16
LUNCHEON,2
[DINNER],2
ANNUAL DINNER,6
COMPLIMENTARY LUNCHEON,4
78TH ANNIVERSARY OF LINCOLN'S BIRTHDAY,3
?,4
DINER,2
BREAKFAST,2
LUNCH,2
LUNCH,2
FRUHSTUCK-LUNCHEON,2
ARRIVAL OF THE RALEIGH FROM MANILA,2
DINNER,2
BREAKFAST,4
SUPPER,2
DINNER,4
LUNCH ROOM,2
DINNER,4
DINNER,4
LUNCH,2
DINNER,2
DINNER,2
CARTE DU JOUR,2
LUNCH,2
DINNER MENU,4
SUPPER (?),2
LUNCHEON,2
BREAKFAST,2
DINNER,4
DAILY DINNER MENU,2
HAUPTMAHLZEIT-DINNER,4
Chef's Tasting Menu,5
LUNCH,2
DINNER,4
TWENTY-SIXTH ANNUAL RECEPTION,4
DINNER,4
LUNCHEON - PULLMAN DINING CAR SERVICE,2
NEW YEARS DINNER,2
DINNER,2
DINNER GIVEN BY GEORGE C. BOLDT TO HIS EMPLOYEES,2
FORTY-FOURTH ANNUAL DINNER,8
LUNCH,2
ANNUAL BANQUET,8
BREAKFAST,2
SUPPER AT THE BALL,4
LUNCH - AMERICA'S CUP RACES,4
173RD REGULAR MEETING,6
BREAKFAST,2
LUNCH,2
DINNER,2
DINNER,4
DINNER,4
DINNER,4
DINNER,2
DINNER,2
FRUHSTUCK-LUNCHEON,2
ALUMNI REUNION,2
LUNCH,2
DINNER,2
DINNER,4
ANNUAL DINNER,8
STIFTUNGSFEST,4
MENU,2
PRIVATE DINNER,2
DAILY LUNCH;,2
DINNER,2
CHRISTMAS DINNER,8
[LUNCH],2
DINNER,4
DINNER,4
DINNER GIVEN TO MEN OF NY CENTRAL & HUDSON RR,4
DINNER MENU,4
DINNER,2
ANNUAL DINNER TO EMPLOYEES,4
DINNER,2
?,2
DINNER,2
HAUPTMAHLZEIT-DINNER,4
SUPPER,2
DINNER,4
FRUHSTUCK A LA CARTE,2
BREAKFAST,2
LUNCH,2
DINNER,4
BREAKFAST,2
FAREWELL DINNER,4
TOUR TO BUFFALO - DINNER,2
DINNER FOR KING AND QUEEN OF PORTUGAL,5
DINNER,10
(DINNER),4
BREAKFAST,2
DINNER,2
DINNER,2
CARTE DU JOUR,2
DINNER TO CHILIAN OFFICIALS,2
BREAKFAST,2
SPEISENFOLGE,4
157TH ANNIVERSARY OF BIRTHDAY OF WASHINGTON,2
LUNCHEON,2
[DINNER],2
DINNER,4
LUNCHEON,2
FRUHSTUCK,2
SEVENTH ANNUAL BANQUET,4
ANNUAL DINNER,4
BREAKFAST,2
BREAKFAST,2
LUNCHEON,2
LUNCH,2
DINNER,2
BREAKFAST,2
TWENTY-FIRST ANNIVERSARY DINNER,8
DINNER,4
DINNER,2
DINNER TO SECRETARY OF STATE & MRS. ROOT,2
EIGHTH ANNUAL DINNER,4
DINNER,2
TENTH ANNUAL DINNER,4
DINNER,2
DINNER,2
DINNER,2
HAUPTMAHLZEIT-DINNER,4
BANQUET IN HONOR OF REAR ADMIRAL WINFIELD SCOTT SCHLET AND COMMANDER WASHBURN MAYNARD,4
DINNER,2
LAUNCHING OF FERRYBOAT RICHMOND,4
SEVENTH ANNUAL BANQUET TO THE ST. LOUIS TRAFFIC COMMISSION,18
LUNCH,2
LUNCHEON,2
LUNCHEON,2
LUNCHEON,2
BANQUET TO THE EARL OF ABERDEEN,4
DINNER,4
KING'S BIRTHDAY DINNER,16
DINNER - TOUR OF THE PRES. TO CHICAGO & THE NORTHWEST,2
DINNER,4
DINNER,2
LUNCHEON,2
DINNER,2
DINNER,2
FOURTH ANNUSL DINNER,4
REUNION AND DINNER,4
COMPLIMENTARY DINNER TO GEN. FELIX AGNUS OF BALTIMORE,4
LUNCHEON,2
93RD REGULAR MEETING,8
BREAKFAST - PULLMAN DINING CAR SERVICE,2
DINNER,2
DINNER,2
BREAKFAST,2
FRUHSTUCK-LUNCHEON,2
DINNER,4
DINNER,4
DINNER,4
DINNER TO THE DELEGATES OF THE INTERNATIONAL MARINE CONFERENCE,2
DAILY MENU,2
LUNCH MENU,2
BANQUET AND MEETING,4
DAILY MENU,4
BREAKFAST,2
DINNER,8
DINNER,2
BREAKFAST MENU,2
18TH ANNUAL DINNER,12
FIFH ANNUAL DINNER,8
LUNCHEON,2
ANNUAL DINNER,2
DINNER,4
DINNER,4
DINNER,2
MITTAGESSEN - DINNER,2
DINNER,4
BANQUET IN HONOR OF CONGRESSMEN FROM GREATER NEW YORK,4
NINTH ANNUAL DINNER,4
BANQUET IN HONOR OF K. ISHII,4
BREAKFAST,2
HAUPTMAHLZEIT-DINNER,4
DINNER,4
TABLE D'HOTE MEAL,2
DAILY MENU,2
75TH ANNIVERSARY DINNER,6
BREAKFAST,2
DINNER,2
DAILY MENU,2
DINNER MENU,2
DINNER,2
FRUHSTUCK,2
DINNER,1
10NTH ANNIVERSARY DINNER,8
LUNCH,2
BANQUET TO THE OFFICERS OF THE CRUISER BALTIMORE,4
MIDDAG/DINNER,4
DINNER,2
BREAKFAST,2
'96S DECENNIAL,2
HOLIDAY DINNER,8
DEJEUNER,2
DINNER,2
LUNCHEON,2
15NTH ANNUAL DINNER,4
DAILY MENU,4
DINNER,2
DINNER,3
17NTH ANNUAL DINNER,4
BREAKFAST,2
LUNCHEON,2
DINNER,2
WASHINGTON'S BIRTHDAY DINNER,2
ANNUAL DINNER,8
LUNCHEON,2
DINNER,2
SUPPER,2
DINNER,4
FORMAL OPENING OF THE NEW HOUSE,4
DINNER,2
BANQUET TO COMMEMORATE THE EVACUTION OF NY BY THE BRITISH,4
BREAKFAST,2
BANQUET,2
SUPPER,2
BILL OF FARE,2
SIXTEENTH ANNUAL CONVENTION-LUNCHEON,2
BREAKFAST,2
CHRISTMAS DINNER,2
CARTE DU JOUR-DINER,2
LUNCHEON,2
LUNCHEON,2
DAILY MENU,4
DINING CAR SERVICE (DINNER?),4
LUNCHEON,2
FRUHSTUCK,2
LUNCH,2
DINNER,2
BREAKFAST,2
CELEBRATION BANQUET,33
DINNER,2
DINNER,2
CARTE DU JOUR,2
DINNER,2
ANNUAL DINNER,12
DINNER,4
FRUHSTUCK,2
DINNER TO DIPLOMATIC CORPS,4
DINNER,2
DINNER,4
DINNER,6
SUPPER,2
DINNER TO MR. FRANK GANNON,8
DINNER,4
FOURTH DINNER-DISCUSSION,2
SIXTH ANNUAL BANQUET,12
EXECUTIVE COMMITTEE DINNER,4
DINNER,2
BREAKFAST,2
[DINNER],2
DINNER GIVEN IN HONOUR OF JUDGE HENRY STEINERT,8
DINNER,2
DAILY MENU,2
DINNER,2
LUNCH,2
BREAKFAST,2
DINNER,2
THIRD ANNUAL BANQUET,4
[DINER],4
BANQUET,4
DINNER,4
DINNER,4
ANNUAL BANQUET,8
THIRTY-FIRST ANNUAL DINNER,6
BANQUET IN HONOR OF COUNT FERDINAND DE LESSUPS,4
THIRD ANNUAL DINNER,4
DINNER,2
DAILY MENU,2
PRIVATE BANQUET,2
BILL OF FARE,2
[GENERAL] GRANT'S BIRTHDAY,2
BANQUET AUX MEMBRES DU JURY A L'OCCASION DES CONCOURS INTERNATIONAUX D'HORTICULTURE,2
MIDDAG/DINNER,4
LINCHEON,2
DINNER,2
DINNER TO COUNT FERDINAND DE LESSUPS,2
LUNCHEON,2
DINNER ON SPECIAL TRAIN FOR SEC'Y OF WAR ELIHU ROOT AND PARTY,2
A FAREWELL DINNER TO DR. STEPHEN S. WISE,4
DINNER TO HER BRIDESMAIDS,4
LUNCH,2
DINNER IN HONOR OF HON. J.I.CLARKE HARE,12
DINNER;,4
BREAKFAST,2
DINNER,2
BREAKFAST,2
BREAKFAST,2
CHRISTMAS DINNER,2
DINNER,4
DINING CAR SERVICE,4
DAILY MENU,4
DINNER,4
DINNER,2
DINNER,2
DINNER,4
LUNCHEON,2
(WEDDING LUNCH),2
DAILY MENU,4
DAILY LUNCH;,2
THANKSGIVING DINNER,2
DINNER,2
DINNER TO DR.OTTO NORDENSKJOLD,4
DINNER MENU,2
LUNCH,2
DINNER,4
TRIP TO PHILADELPHIA AND 244TH REGULAR DINNER,20
BREAKFAST,2
DINNER,4
LUNCHEON FOR CIVIL GOVERNMNT DAY,2
DINNER,2
DINING ROOM MENU,2
DINER-GALA,2
FIRST ANNUAL DINNER,4
DINNER,2
120TH ANNIVERSARY DINNER,3
THANKSGIVING DINNER,2
BACHELOR PARTY DINNER,4
LUNCH,2
DINNER,4
DAILY MENU,4
DINNER,2
124TH ANNUAL MEETING (LUNCHEON),4
CARTE DU JOUR-DINER,2
MENU,2
DINER/DINNER,2
FIRST ANNUAL DINNER,4
DINNER,2
DINNER,2
DINNER OR LUNCH,2
ANNUAL DINNER,4
DINNER AND BREAKFAST,4
FOURTH ANNUAL DINNER,4
LUNCH,2
DINNER,2
A LA CARTE MENU,4
BREAKFAST,2
DAILY MENU,2
ANNUAL DINNER,2
LUNCHEON,2
DINNER,4
DINNER,4
DINNER,4
U.S.GRANT'S BIRTHDAY,2
LUNCH,2
BREAKFAST,2
DINNER,3
DAILY LUNCH,2
14TH ANNUAL DINNER,4
DINNER,4
LUNCH,2
SUPPER,2
DINNER,4
DINNER,4
DINNER,4
LUNCHEON TO GENTLEMEN WHO ACCOMPANIED HIM ON THE FIRST TRAIN THROUGH THE BELMONT TUNNEL UNDER THE EAST RIVER ON OPENING DAY [OF IRT],2
'FAREWELL TO OLD DELMONICO'S,2
FRUHSTUCK-LUNCHEON,2
[DINNER],2
BANQUET IN HONOR OF THE THIRD ANNUAL CONVENTION OF ABOVE,2
LUNCH,2
LUNCHEON,2
BREAKFAST,4
DINNER,4
BREAKFAST,2
FIRST ANNUAL DINNER,8
LUNCH MENU,2
DINNER,4
DINNER,4
CLOSING RECEPTION,2
BREAKFAST,2
DINNER TO HONOURABLE JOHN B.McPHERSON,20
FRUHSTUCK,2
BILL OF FARE,2
TESTIMONIAL DINNER,4
FRUHSTUCK-LUNCHEON,2
COMPLETE MENU,4
DINER/DINNER,3
DINNER,2
LUNCH,2
LUNCH,2
DINNER FOR BOND COMMITTEE AND OFFICERS OF THE COLONIAL CLUB,4
DINNER,2
LUNCHEON TO HOTEL MEN'S MUTUAL BENEFIT ASSOCIATION,6
LUNCHEON,2
LUNCH,2
DINNER,4
DINNER,2
BREAKFAST,4
LUNCH,2
DINNER,4
DINNER,2
LUNCHEON,2
FOURTH ANNUAL BANQUET,8
DINNER,4
LUNCHEON,2
CORONATION BALL,2
DINNER,2
DINNER,4
DINNER,2
ELEVENTH ANNUAL BANQUET,4
MITTAGESSEN - DINNER,2
LUNCH,2
LUNCH,2
BREAKFAST,2
109TH ANNIVERSARY,2
CHRISTMAS DINNER,4
LUNCH,2
DAILY BILL OF FARE,4
LUNCH MENU,3
DINNER,2
DINNER,4
DINNER,2
FRUHSTUCK,2
DINNER,2
SECOND ANNUAL REUNION,4
LUNCHEON,2
SUPPER TO  JAMES A. HERNE,2
SUPPER,4
CARTE DU JOUR,2
[DINNER],2
DINNER,4
BUFFET TRAIN LUNCH,2
BREAKFAST,2
DINNER,4
LUNCH,2
DAILY MENU,2
BREAKFAST,2
LUNCHEON FOR GUESTS OF MINNESOTA IRON COMPANY,2
BREAKFAST,2
BREAKFAST,12
LUNCH,2
BILL OF FARE,4
DINNER (?),2
LUNCHEON TENDERED TO HON WILLIAM JENNINGS BRYAN,16
10TH ANNIVERSARY DINNER,4
DINNER,4
EIGHTH ANNIVERSARY BANQUET,8
A LA CARTE DINNER MENU,4
LUNCHEON,2
FRUHSTUCK,2
LUNCH,2
BANQUET HONORING IGHT REV. W.N. MCVICKAR,2
LUNCH & DINNER,4
LUNCH,2
DINNER,2
DINNER,4
BREAKFAST,4
DINNER TO S.T.WELLMAN,8
DINNER,4
9TH ANNUAL DINNER,34
[DINNER],6
CARTE DU JOUR,2
SIXTH ANNUAL DINNER,10
DINER DE LA LITERATURE FIN DE SIECLE,2
FIFTH ANNUAL DINNER,4
DAILY MENU,2
SPISZEDDEL,2
DINNER,4
JUBILEE FETE,4
BALL,2
BREAKFAST,2
DINNER,4
NINETEENTH ANNUAL DINNER,4
LUNCH,2
[PRIVATE DINNER?],2
DINNER,2
BREAKFAST MENU,2
BREAKFAST,2
LUNCHEON FROM 12 TO 2.30 PM.,2
DINNER,2
DINNER,4
LUNCH,2
MIDDAG/DINNER,4
DINNER,2
LUNCHEON,2
DINNER,4
DINNER,2
ANNUAL DINNER,10
DINNER,2
LUNCH,2
SEMI-CENTENNIAL OF OPENING,20
LUNCH,2
DINNER,4
LUNCHEON,2
BREAKFAST,2
DAILY MENU,2
2ND ANNUAL INITIATION BANQUET,8
DINNER,2
THIRTEENTH ANNUAL DINNER,4
DAILY MENU,2
LUNCHEON,2
BREAKFAST,2
BREAKFAST,2
LUNCH,2
DINNER,2
DINNER,2
WASHINGTON'S BIRTHDAY BANQUET,4
DINNER,3
DINNER,2
SIXTH ANNUAL DINNER,6
DINNER,2
CARTE DU JOUR-DEJEUNER,2
DINNER,6
BREAKFAST,2
DINNER,2
DINNER,4
DINNER,4
6TH ANNUAL BANQUET,12
DINNER,2
DINNER,2
HAUPTMAHLZEIT,4
DINNER,2
DINNER IN AID OF THE REFORM OF THE TARIFF,1
DINNER,6
GRAND HOTEL MEN'S BANQUET,2
DAILY MENU,2
SUPPER,2
DINNER,2
DINNER ON BOARD,2
LUNCH FOR MRS. THOS. BRADY & DAUGHTER IN REMEMBRANCE OF A VERY PLEASANT EVENING APRIL 1890,4
LUNCHEON,2
DINNER,2
ANNUAL DINNER,6
LUNCH,2
DINNER TO STICK TOGETHR CLUB,8
DINNER,2
ANNUAL DINNER,2
LUNCHEON,2
DINNER IN HONOR OF S.A.R.MONSEIGNEUR le comte TRAPANI,2
"""COMING OF AGE"" BANQUET",8
DINNER,2
DAILY MENU,2
120 ANNUAL BANQUET,6
DINNER,2
CARTE DU JOUR-DINER,2
DINNER,4
DINNER,4
DINNER,2
BREAKFAST,2
GLORIFICATION OA WILLIAM HENRY JACKSON,4
NEW YEAR'S DINNER,2
BREAKFAST,2
DINNER,2
DAILY MENU,2
LUNCHEON,2
DINNER,4
TABLE D'HOTE DE BON VIVANT,2
FRUHSTUCK,2
DINNER,2
[LUNCHEON],2
BREAKFAST,2
NINTH ANNUAL DINNER,4
LUNCH,2
MENU,4
DINNER,4
2ND ANNUAL DINNER COMMEMORATING THE FIRST CENTENNIAL OF ROCKLAND COUNTY,14
COMMENCEMENT DINNER,2
LUNCHEON AND DINNER,12
CHRISTMAS DINNR,8
DINNER,2
NINETEENTH ANNUAL DINNER,4
TWENTIETH ANNUAL DINNER,4
23RD ANNUAL MEETING,4
LUNCHEON,4
DINNER;,2
LUNCHEON,2
ANNIVERSARY DINNER OF THE PRESENTATION OF LOVING CUP,4
LUNCH,2
DINNER,2
DINNER,2
DINNER,4
CONVENTION,4
TWENTY-SEVENTH ANNUAL BANQUET OF THE LOYAL LEAGUE,4
BREAKFAST,2
DINNER,4
DINNER,2
DINNER,2
DINNER FOR GUESTS OF MINNESOTA IRON COMPANY,2
DINNER GIVEN AT THE SEVENTEENTH ANNUAL CONVENTION OF THE OHIO BANKERS' ASSOCIATION,4
LUNCH,2
SPEISENFOLGE,4
DINNER,2
DAILY MENU,3
FRUHSTUCK A LA CARTE,2
SUPPER,2
MIDDAG/DINNER,4
HONORING JAMES M. BARRIE AND W. ROBERTSON NICOLL,4
ANNUAL DINNER,4
DINNER GIVEN TO THEMSELVES,4
ANNUAL DINNER,4
LUNCH OR DINNER,2
DAILY MENU,2
LUNCH,4
LUNCHEON,2
LUNCHEON,2
DINNER,2
DINNER MENU,4
LUNCHEON,2
LUNCHEON,2
BANQUET TO THE TYPOTHETOE OF AMERICA,12
1900S SEXENNIAL,2
ANNUAL DINNER,2
(DINNER FOR COMMITTEE FOR PRELIMINARIES FOR THE WORLD'S FAIR),4
BANQUET TO CAPTAIN W. SKJODT ON THE OCCASION OF HIS 100TH TRIP AS COMMANDER OF THE STEAMSHIP ISLAND,4
LUNCHEON,2
BREAKFAST,4
DINNER - SECOND CABIN,2
BREAKFAST,2
DINNER,2
DAILY MENU,2
DINNER,2
DAILY MENU,4
ANNUAL DINNER IN HONOR OF BITHDAY OF BENJAMIN FRANKLIN,4
DINNER,2
BANQUET,8
DAILY MENU,4
DINNER,4
DINNER,2
DINNER,3
BANQUET,4
LUNCHEON,2
DINNER,2
DINNER,4
BREAKFAST,2
DINNER,2
BREAKFAST FOR GUESTS OF MINNESOTA IRON COMPANY,2
ANNUAL DINNER,2
LUNCH,2
LUNCHEON,2
ANNUAL MESS DINNER,2
A LA CARTE MENU,2
DINNER,2
BREAKFAST MENU,2
MIDDAG-DINNER,4
DAILY MENU,2
AU REVOIR TO MR. FRANK D. LALANNE,8
FAREWELL DINNER TO MAESTRO GIACOMO PUCCINI ON THE OCCASION OF HIS DEPARTURE TO EUROPE,8
DINNER,2
BREAKFAST,2
DAILY MENU,2
FOURTH ANNUAL DINNER,4
BREAKFAST,2
BREAKFAST,2
DINNER,2
DINNER,4
DINNER,4
DINNER,12
DINNER,2
DINNER,4
BREAKFAST,2
FIRST ANNUAL BANQUET,50
LUNCH,2
THIRD ANNUAL DINNER,8
16TH ANNUAL DINNER,4
BANQUET TO DLEGATES OF THE NATIONAL MUNICIPAL LEAGUE,4
BREAKFAST,2
LUNCHEON,2
THANKSGIVING DINNER,8
HAUPTMAHLZEIT,4
DINNER,2
OPERA SUPPER,2
BREAKFAST,2
DINNER,4
NINTH ANNUAL-IN HONOR OF CROW CHARLTON,4
DINNER,32
DINNER,4
LUNCH,2
DINNER,4
ANNIVERSARY,4
LUNCH,2
DINNER,4
ANNUAL DINNER,8
DINNER TO M. WARLEY PLATZEK IN HONOR OF HIS ELECTION AS A JUSTICE OF THE SUPREME COURT,8
FIFTEENTH ANNUAL DINNER,2
LUNCH,2
MIDDAG/DINNER,4
BREAKFAST,2
DINNER,4
EXPRESS-STEAMER FURST BISMARCK DINNER,4
BREAKFAST,2
DINNER,4
LUNCH,2
LUNCHEON,2
BILL OF FARE,4
CORONATION SUPPER FOR 800,2
NINTH ANNUAL MEETING AND BANQUET,8
MITTAG-ESSEN,2
DAILY MENU,2
DAILY MENU,2
139TH ANNIVERSARY,4
BREAKFAST,2
DINNER,4
ANNUAL DINNER,6
DINNER,2
DINNER,2
DINNER,4
DINNER,4
LUNCH,2
DINNER IN HONOR OF JOHN A. MCCALL,8
DINNER,2
BREAKFAST,2
ANNIVERSARY OF GEORGE WASHINGTON'S BIRTHDAY,2
DINNER,2
DINNER,16
[BREAKFAST],3
,2
,2
,2
,2
,2
DINNER,2
NEW YEAR'S DAY DINNER,2
ANNUAL BANQUET,8
ANNIVERSARY CELEBRATION,4
DINNER,2
DINNER,4
DINNER,4
DINNER,4
DINNER FOR HON. WARNER MILLER; PRES. OF NICARAGUA CANAL CONSTRUCTION CO.,8
SCHWEINESSEN (PIG EATING?),2
(DINNER),4
DINNER IN HONOR OF MR. THEODORE ROOSEVELT,4
BREAKFAST,2
28 ANNIVERSARY DINNER,8
LUNCH,2
DINNER,2
,7
,7
,4
,3
,3
,18
,3
Dinner,3
,3
Breakfast,3
Lunch,3
,3
Lunch,1
,3
,3
,1
,3
,3
,3
,3
Souper Intime,3
,3
,3
Sunday lunch,3
,9
,3
,9
New Year's Eve Gala Dinner,1
,3
,3
,3
,4
,3
,3
,3
,3
Dinner,2
Lunch,2
,2
,4
,4
,19
,14
,3
,3
,2
,3
,4
,4
John & E. Sturge Directors' Dinner,2
,4
,8
,4
,3
Room service,13
,3
,4
,4
,5
,4
,1
,1
,6
,3
,15
,7
,6
,6
,10
,4
,3
,4
,4
,2
Breakfast,5
,1
,4
,8
,2
,5
,8
Sandwich list,3
,9
,4
,6
,4
,4
,4
,2
,1
,3
,11
,5
,3
,4
,12
Room service,7
,15
,4
Drinks and snacks,8
,4
,7
,8
,2
,4
,7
,5
,3
,2
,3
,1
,1
,1
,4
Lunch,2
,4
,3
Breakfast,4
,7
Dinner,1
,3
,4
,4
Ramadhan snack menu,6
,3
,1
,4
,4
Room service,7
,5
,4
,4
,4
,4
,4
,5
Wine list,8
,4
,4
,4
,3
,6
,11
,14
Dinner,1
,6
,5
,3
,8
,2
,4
,6
,1
,12
Dinner,4
,5
,4
,8
,6
,4
Dinner,3
,4
,4
,6
,6
Dinner,7
Lunch,3
,6
,3
,4
,3
,2
,3
,8
,5
,4
,8
,4
,3
,3
,10
,4
,4
,4
,3
,5
,4
,2
,8
,8
,4
,12
,5
,6
,4
,2
,4
,6
,2
Lunch,6
,8
Lunch,4
,7
Supper,2
,4
,14
,5
Dinner,4
,8
,3
,3
,2
,8
,3
,4
,2
,6
,3
,6
,10
,3
,3
,9
,4
,4
,6
,4
,8
Dinner,3
,6
Evening menu,5
,3
,3
,4
Breakfast,4
,6
Dinner and Wine and Birthday,3
,3
,9
,2
,3
,3
,2
Breakfast,2
,4
Dinner,3
,4
Dinner,5
,4
,8
,3
,3
Lunch,3
Dinner,3
Dinner,7
Dinner,2
Dinner,4
Dessert,4
Dessert,4
Dinner,4
,5
,4
,4
,4
,2
Dinner,2
,22
,9
,7
Dessert,4
,2
,20
,6
,12
,4
Daily,4
,10
,3
,2
,4
,16
,4
,6
,6
,3
Lunch,4
Lunch,4
,3
,3
Dinner,7
,7
Breakfast,8
,8
,3
,4
,41
,5
Breakfast,3
,10
,4
,4
,4
,3
,4
,4
,8
Lunch,3
Dinner,5
,3
,9
,6
,4
Dessert,4
Dinner,3
,4
Dinner,2
,2
Afternoon tea,7
Dinner,3
,4
,8
,20
,17
Breakfast,2
,6
Lunch,9
Breakfast,3
Afternoon tea,6
,4
,4
,5
,4
,3
,6
,5
,2
,2
,8
,21
,7
,4
,3
Dessert,3
Dinner,3
Dinner,4
,3
,7
,12
,7
,7
,5
,3
,4
Lunch,4
Pre Theatre,5
,3
,6
,7
,6
,4
,15
Room service,2
,4
,12
,3
Dinner,5
,4
,4
Dinner,5
Dinner,4
,3
,3
,2
Room service,2
,7
,6
,4
,7
,4
,6
Breakfast,3
,4
Dinner,3
,3
,3
,7
Dinner,1
Lunch,1
Dinner,1
,9
,8
,4
,6
,4
,5
,7
,4
,3
,3
,3
,7
,5
,6
,5
,6
,5
,4
,4
,7
,5
,6
,3
,3
,13
,12
,4
,15
,1
,4
,5
,2
,18
,1
,1
,1
Dinner,1
Lunch,1
,3
,1
,1
,1
,1
,1
,3
Dinner,3
Dinner,1
Breakfast,6
,5
Lunch,2
Breakfast,1
,5
Breakfast,1
Dinner,4
dinner,4
dinner,4
supper,4
reception and banquet,5
beverage list,3
daily menu,6
beverages,3
daily menu,4
daily menu,10
lunch,4
,5
,2
,7
daily menu,6
dinner,4
lunch,4
dinner,4
daily menu,2
breakfast,5
dinner,3
daily menu,4
wine list,4
daily menu,10
breakfast,4
breakfast,3
lunch,4
breakfast,4
dinner,3
,7
dinner,4
dinner,3
dinner ,4
dinner,4
daily menu,3
dinner,2
dinner,2
dinner,2
daily menu,3
daily menu,20
daily menu,19
daily menu,5
daily menu,1
daily menu,3
daily menu,1
daily menu,4
daily menu,1
daily menu,6
daily menu,7
,16
dinner,1
dinner,1
dinner,1
lunch,1
breakfast,1
lunch and dinner,1
breakfast,4
dinner,3
daily menu,5
tea menu,4
breakfast,1
wine list,4
breakfast,3
breakfast,3
daily menu,3
breakfast,4
daily menu,2
dinner,4
lunch,6
lunch,5
lunch,3
lunch,4
dinner,2
dinner,1
breakfast,1
dinner,1
breakfast,4
lunch,4
lunch,3
wine list,4
dinner,1
dinner ,3
dinner,1
dinner,3
dinner,6
dinner,2
dinner,2
daily menu,4
daily menu,1
daily menu,4
daily menu,4
dinner,5
daily menu,5
lunch,5
dinner,4
lunch; dinner,4
dinner,3
wine list,21
dinner,3
lunch,2
dinner,1
dinner,2
lunch,3
room service luncheon,1
champagnes list,1
a la carte,4
dinner,1
dinner,1
dinner,1
dinner,1
brunch,4
dinner,3
lunch,1
breakfast,1
lunch,2
brunch,1
cocktails,14
dinner,1
brunch,3
lunch,1
brunch,3
dinner,2
brunch,4
dinner,1
breakfast,1
BREAKFAST,2
LUNCH,4
DINNER,6
BREAKFAST,2
LUNCH,2
BREAKFAST,2
DINNER,2
DINNER,2
DINNER,2
DINNER,2
DINNER,2
DINNER,2
DINNER,4
BREAKFAST,2
BREAKFAST (?),2
BREAKFAST,2
LUNCHEON,2
LUNCH,2
BREAKFAST,2
DINNER (?),2
SUPPER,2
SUPPER,2
SUPPER,2
DINNER,2
DINNER,2
DINNER,4
SUPPER,2
BREAKFAST,2
DINNER,1
LUNCH,1
DINNER,2
LUNCH,1
LUNCH,1
LUNCH A LA CARTE,1
DINNER (?),1
DINNER,2
BREAKFAST,2
,6
Lunch ˆ La Carte,1
Breakfast,2
Supper,2
,1
Menu Aboard Ss Barbarossa,4
Lunch,4
Lunch A La Carte,1
Dinner,4
Breakfast,2
Dinner,4
Lunch A La Carte Held By Nordeutscher Lloyd Bremen At On Board Ss 'George Washington,1
Breakfast,2
Luncheon Given By The Irish Fellowship Club To William Howard Taft,3
,1
Dinner ˆ La Carte,4
Lunch ˆ La Carte,1
Speise Karte Menu Card,2
Lunch ˆ La Carte,1
,2
Lunch,4
,2
Dinner,2
Breakfast (?) Held By Nordeutscher Lloyd Bremen At On Board The Ss George Washington,1
,2
Breakfast,2
Lunch A La Carte Held By Nordeutscher Lloyd Bremen At On Board Ss 'Berlin,1
Dinner,4
,4
Dinner,4
,2
Lunch A La Carte,1
Lunch,4
Dinner,4
Breakfast,2
Breakfast,2
Lunch A La Carte,1
Lunch A La Carte Held By Nordeutscher Lloyd Bremen At On Board Ss 'Berlin,1
Lunch A La Carte,1
Lunch ˆ La Carte,1
Breakfast,2
,2
Lunch,4
Lunch,2
Twenty Third Annual Dinner Of The New York Florist's Club At The Fifth Avenue Restaurant,4
Norddeutscher Lloyd Bremen Lunch And Dinner Menu,8
Breakfast,2
Dinner,2
Lunch ˆ La Carte,1
Breakfast,2
Speise Karte Menu Card,2
Breakfast By Usms St Louis,1
Dinner,4
Lunch,1
Dinner ˆ La Carte,4
Dinner,2
,1
Lunch A La Carte Held By Nordeutscher Lloyd Bremen At On Board Ss 'Kaiser Wilhelm Der Grosse',1
Lunch ˆ La Carte,1
Breakfast,2
Breakfast,2
Norddeutscher Lloyd Bremen & Dinner,8
,2
,2
Breakfast (?) Held By Nordeutscher Lloyd Bremen At On Board The Ss George Washington,2
,2
Norddeutscher Lloyd Bremen & Dinner,8
Breakfast,8
Dinner At The Sudan Club,1
Dinner,4
Dinner ˆ La Carte,4
Breakfast,2
Royal Hotel White Horse Rangoon Whiskey Menu,2
,1
Speise Karte Menu Card,2
Souper Sic,2
Supper,2
Lunch,4
Lunch A La Carte,1
Breakfast,2
Breakfast,2
Fifth Annual Dinner Of The Macdowell Club Of New York City,15
,2
,2
Lunch,4
Lunch,4
Breakfast,1
Lunch A La Carte Held By Nordeutscher Lloyd Bremen At On Board Ss 'Kaiser Wilhelm Der Grosse',1
Norddeutscher Lloyd Bremen Speise Karte & Breakfast,4
Breakfast,2
Dinner,4
Lunch A La Carte Held By Nordeutscher Lloyd Bremen At On Board Ss 'Kaiser Wilhelm Der Grosse',1
Speise Karte Menu Card,2
Breakfast,2
Breakfast,8
Breakfast,2
Lunch A La Carte Held By Nordeutscher Lloyd Bremen At On Board Ss 'Berlin,1
Breakfast  Held By Nordeutscher Lloyd Bremen At On Board The Ss George Washington,1
Dinner By Mr And Mrs Hugo Reisinger Of Nyc,2
Lunch At Rowdy Home For Theodore Roosevelt,2
Dinner,2
Breakfast,2
Dinner,4
Lunch,4
Breakfast,2
